查询,命中,国家,省份,城市,地区,区域编码,城市编码,经度,纬度,匹配级别,已查
西藏民族大学附属中学,陕西省咸阳市渭城区西藏民族大学附属中学,中国,陕西省,咸阳市,渭城区,610404,910,108.734619,34.34631,兴趣点,1
温州育英国际实验学校,浙江省温州市瓯海区温州育英国际实验学校,中国,浙江省,温州市,瓯海区,330304,577,120.666379,27.945964,兴趣点,1
金川总校第一高级中学,甘肃省金昌市金川区第一高级中学,中国,甘肃省,金昌市,金川区,620302,935,102.188567,38.506883,兴趣点,1
陇南市一中,甘肃省陇南市武都区陇南市一中,中国,甘肃省,陇南市,武都区,621202,2935,104.92349,33.39314,兴趣点,1
广西师范大学附属中学,广西壮族自治区桂林市灵川县广西师范大学附属中学,中国,广西壮族自治区,桂林市,灵川县,450323,773,110.317726,25.345834,兴趣点,1
湖南省娄底市第一中学,湖南省娄底市娄星区娄底市第一中学,中国,湖南省,娄底市,娄星区,431302,738,112.000397,27.680603,兴趣点,1
江苏省镇江市第一中学,江苏省镇江市京口区镇江市第一中学,中国,江苏省,镇江市,京口区,321102,511,119.501051,32.186975,兴趣点,1
莒县第一中学,山东省日照市莒县莒县第一中学,中国,山东省,日照市,莒县,371122,633,118.822253,35.580631,兴趣点,1
新泰市第一中学,山东省泰安市新泰市新泰市第一中学,中国,山东省,泰安市,新泰市,370982,538,117.792397,35.906273,兴趣点,1
太原市知达常青藤中学校,山西省太原市小店区知达常青藤中学校,中国,山西省,太原市,小店区,140105,351,112.602746,37.810053,兴趣点,1
香港培正中學,香港特别行政区香港特别行政区九龍城區培正中学,中国,香港特别行政区,香港特别行政区,九龍城區,810007,1852,114.181145,22.315443,兴趣点,1
慈溪市上林初级中学教育集团,浙江省宁波市慈溪市上林初级中学教育集团,中国,浙江省,宁波市,慈溪市,330282,574,121.246183,30.176367,兴趣点,1
温州市实验中学,浙江省温州市实验中学,中国,浙江省,温州市,鹿城区,330302,577,120.657948,28.017819,兴趣点,1
银川市第一中学,宁夏回族自治区银川市兴庆区银川第一中学,中国,宁夏回族自治区,银川市,兴庆区,640104,951,106.268817,38.450126,兴趣点,1
重庆市第二外国语学校,重庆市南岸区第二外国语学校,中国,重庆市,重庆市,南岸区,500108,23,106.610481,29.541855,兴趣点,1
合肥市第四十五中学,安徽省合肥市庐阳区第四十五中学,中国,安徽省,合肥市,庐阳区,340103,551,117.280105,31.855057,兴趣点,1
鏡平學校中學部,澳门特别行政区花地玛堂区镜平学校中学部,中国,澳门特别行政区,澳门特别行政区,花地玛堂区,820001,,113.557713,22.209763,兴趣点,1
福建省安溪第一中学,福建省泉州市安溪县安溪第一中学,中国,福建省,泉州市,安溪县,350524,595,118.190758,25.0633,兴趣点,1
福建省长汀县第一中学,福建省龙岩市长汀县长汀县第一中学,中国,福建省,龙岩市,长汀县,350821,597,116.353518,25.835798,兴趣点,1
六盘水市第三中学,贵州省六盘水市钟山区六盘水市第三中学,中国,贵州省,六盘水市,钟山区,520201,858,104.825447,26.59926,兴趣点,1
石家庄一中,河北省石家庄市长安区石家庄一中,中国,河北省,石家庄市,长安区,130102,311,114.503027,38.044991,兴趣点,1
驻马店高级中学,河南省驻马店市高级中学,中国,河南省,驻马店市,驿城区,411702,396,113.997854,33.001209,兴趣点,1
鹤岗市第一中学,黑龙江省鹤岗市工农区鹤岗市第一中学,中国,黑龙江省,鹤岗市,工农区,230403,468,130.270136,47.319408,兴趣点,1
浏阳市第一中学,湖南省长沙市浏阳市浏阳第一中学,中国,湖南省,长沙市,浏阳市,430181,731,113.63559,28.139019,兴趣点,1
常州外国语学校,江苏省常州市外国语学校,中国,江苏省,常州市,新北区,320411,519,119.979232,31.847762,兴趣点,1
江苏省丹阳高级中学,江苏省镇江市丹阳市丹阳高级中学,中国,江苏省,镇江市,丹阳市,321181,511,119.564054,31.998056,兴趣点,1
江苏省如东高级中学,江苏省南通市如东县高级中学,中国,江苏省,南通市,如东县,320623,513,121.178163,32.293449,兴趣点,1
赣县中学,江西省赣州市赣县区赣县中学,中国,江西省,赣州市,赣县区,360704,797,115.020489,25.866897,兴趣点,1
江西省萍乡中学,江西省萍乡市安源区萍乡中学,中国,江西省,萍乡市,安源区,360302,799,113.843037,27.614681,兴趣点,1
聊城第一中学,山东省聊城市东昌府区聊城第一中学,中国,山东省,聊城市,东昌府区,371502,635,116.004504,36.44739,兴趣点,1
山东省昌乐二中,山东省潍坊市昌乐县昌乐二中,中国,山东省,潍坊市,昌乐县,370725,536,118.83042,36.723292,兴趣点,1
寿光市第一中学,山东省潍坊市寿光市寿光市第一中学,中国,山东省,潍坊市,寿光市,370783,536,118.761345,36.888888,兴趣点,1
长治学院附属太行中学校,山西省长治市城区长治学院附属太行中学,中国,山西省,长治市,潞州区,140403,355,113.13408,36.21079,兴趣点,1
陕西省西安中学,陕西省西安市未央区西安中学,中国,陕西省,西安市,未央区,610112,29,108.940097,34.331683,兴趣点,1
安宁中学,云南省昆明市安宁市安宁中学,中国,云南省,昆明市,安宁市,530181,871,102.463569,24.914608,兴趣点,1
宣威市第一中学,云南省曲靖市宣威市宣威市第一中学,中国,云南省,曲靖市,宣威市,530381,874,104.102946,26.214708,兴趣点,1
金华市外国语学校,浙江省金华市外国语学校,中国,浙江省,金华市,金东区,330703,579,119.705003,29.100505,兴趣点,1
宁波市效实中学,浙江省宁波市海曙区宁波市效实中学,中国,浙江省,宁波市,海曙区,330203,574,121.529632,29.872506,兴趣点,1
浙江省温岭中学,浙江省台州市温岭市温岭中学,中国,浙江省,台州市,温岭市,331081,576,121.370694,28.362028,兴趣点,1
濠江中學,澳门濠江中學,中国,澳门特别行政区,澳门特别行政区,,,754,113.564869,22.205943,区县,1
福建省晋江市第一中学,福建省泉州市晋江市晋江市第一中学,中国,福建省,泉州市,晋江市,350582,595,118.58254,24.819182,兴趣点,1
珠海市第一中学,广东省珠海市香洲区珠海市第一中学,中国,广东省,珠海市,香洲区,440402,756,113.528051,22.279564,兴趣点,1
柳州市第十二中学,广西壮族自治区柳州市城中区柳州市第十二中学,中国,广西壮族自治区,柳州市,城中区,450202,772,109.433169,24.352445,兴趣点,1
河南大学附属中学,河南省开封市龙亭区河南大学附属中学,中国,河南省,开封市,龙亭区,410202,378,114.361265,34.810431,兴趣点,1
洛阳市第一高级中学,河南省洛阳市洛龙区洛阳市第一高级中学,中国,河南省,洛阳市,洛龙区,410311,379,112.43475,34.596905,兴趣点,1
鸡西市第一中学,黑龙江省鸡西市鸡冠区鸡西市第一中学,中国,黑龙江省,鸡西市,鸡冠区,230302,467,130.935481,45.29737,兴趣点,1
双鸭山市第一中学,黑龙江省双鸭山市尖山区双鸭山市第一中学,中国,黑龙江省,双鸭山市,尖山区,230502,469,131.140339,46.680101,兴趣点,1
东北育才学校,辽宁省沈阳市浑南区东北育才学校,中国,辽宁省,沈阳市,浑南区,210112,24,123.43647,41.71013,兴趣点,1
江苏省泗洪中学,江苏省宿迁市泗洪县泗洪中学,中国,江苏省,宿迁市,泗洪县,321324,527,118.23091,33.458181,兴趣点,1
江苏省泰州中学,江苏省泰州市高港区泰州中学,中国,江苏省,泰州市,高港区,321203,523,119.934845,32.419495,兴趣点,1
南京市第一中学,江苏省南京市秦淮区南京市第一中学,中国,江苏省,南京市,秦淮区,320104,25,118.783956,32.026785,兴趣点,1
江西省玉山县玉山一中,江西省上饶市玉山县玉山一中,中国,江西省,上饶市,玉山县,361123,793,118.243144,28.670607,兴趣点,1
乐平中学,江西省景德镇市乐平市乐平中学,中国,江西省,景德镇市,乐平市,360281,798,117.136472,28.966711,兴趣点,1
朝阳市第一高级中学,辽宁省朝阳市双塔区朝阳市第一高级中学,中国,辽宁省,朝阳市,双塔区,211302,421,120.474491,41.573066,兴趣点,1
呼市一中,内蒙古自治区呼和浩特市回民区呼市一中,中国,内蒙古自治区,呼和浩特市,回民区,150103,471,111.647954,40.807225,兴趣点,1
乌兰浩特一中,内蒙古自治区兴安盟乌兰浩特市乌兰浩特一中,中国,内蒙古自治区,兴安盟,乌兰浩特市,152201,482,122.028603,46.080276,兴趣点,1
宁夏长庆高级中学,宁夏回族自治区银川市兴庆区长庆高级中学,中国,宁夏回族自治区,银川市,兴庆区,640104,951,106.324325,38.446135,兴趣点,1
中卫中学,宁夏回族自治区中卫市沙坡头区中卫中学,中国,宁夏回族自治区,中卫市,沙坡头区,640502,1953,105.184911,37.497908,兴趣点,1
昌邑市第一中学,山东省潍坊市昌邑市昌邑市第一中学,中国,山东省,潍坊市,昌邑市,370786,536,119.436618,36.861641,兴趣点,1
德州市第一中学,山东省德州市德城区德州市第一中学,中国,山东省,德州市,德城区,371402,534,116.360213,37.417587,兴趣点,1
荷泽市第一中学,山东省菏泽市巨野县第一中学,中国,山东省,菏泽市,巨野县,371724,530,116.127994,35.457256,兴趣点,1
济宁市第一中学,山东省济宁市任城区济宁市第一中学,中国,山东省,济宁市,任城区,370811,537,116.583818,35.40658,兴趣点,1
潍坊市寿光现代中学,山东省潍坊市寿光市寿光现代中学,中国,山东省,潍坊市,寿光市,370783,536,118.78365,36.861362,兴趣点,1
邹城市第一中学,山东省济宁市邹城市邹城市第一中学,中国,山东省,济宁市,邹城市,370883,537,117.001796,35.402758,兴趣点,1
浙江省杭州第十四中学,浙江省杭州市下城区杭州第十四中学,中国,浙江省,杭州市,拱墅区,330105,571,120.158424,30.264074,兴趣点,1
浙江省浦江中学,浙江省金华市浦江县浦江中学,中国,浙江省,金华市,浦江县,330726,579,119.880241,29.45424,兴趣点,1
重庆市巴川国际高级中学校,重庆市铜梁区重庆巴川国际高级中学,中国,重庆市,重庆市,铜梁区,500151,23,106.066596,29.839619,兴趣点,1
重庆市树人中学校,重庆市石柱土家族自治县树人中学校,中国,重庆市,重庆市,石柱土家族自治县,500240,23,108.11124,30.003952,兴趣点,1
阜阳市第三中学,安徽省阜阳市颍州区阜阳市第三中学,中国,安徽省,阜阳市,颍州区,341202,1558,115.793036,32.865671,兴趣点,1
利辛县第一中学,安徽省亳州市利辛县利辛县第一中学,中国,安徽省,亳州市,利辛县,341623,558,116.162135,33.12353,兴趣点,1
澳門勞工子弟舉校,澳門勞工子弟舉校,中国,澳门特别行政区,澳门特别行政区,,820000,,113.55488,22.21288,省,1
北京市第十八中学,北京市丰台区北京市第十八中学,中国,北京市,北京市,丰台区,110106,10,116.436643,39.86352,兴趣点,1
北京市广渠门中学,北京市东城区广渠门中学,中国,北京市,北京市,东城区,110101,10,116.438685,39.895809,兴趣点,1
福建省武平县第一中学,福建省龙岩市武平县武平第一中学,中国,福建省,龙岩市,武平县,350824,597,116.093962,25.084521,兴趣点,1
晋江市季延中学,福建省泉州市晋江市季延中学,中国,福建省,泉州市,晋江市,350582,595,118.557181,24.763936,兴趣点,1
会宁县第一中学,甘肃省白银市会宁县会宁县第一中学,中国,甘肃省,白银市,会宁县,620422,943,105.051425,35.701017,兴趣点,1
秦安县第一中学,甘肃省天水市秦安县秦安县第一中学,中国,甘肃省,天水市,秦安县,620522,938,105.67129,34.845099,兴趣点,1
毕节市第一中学,贵州省毕节市大方县毕节市第一中学,中国,贵州省,毕节市,大方县,520521,857,105.497973,27.223615,兴趣点,1
凯里市第一中学,贵州省黔东南苗族侗族自治州凯里市凯里市第一中学,中国,贵州省,黔东南苗族侗族自治州,凯里市,522601,855,108.036095,26.545604,兴趣点,1
盘州市第二中学,贵州省六盘水市六枝特区第二中学,中国,贵州省,六盘水市,六枝特区,520203,858,105.477866,26.203468,兴趣点,1
临高中学,海南省临高县临高中学,中国,海南省,[],临高县,469024,,109.695468,19.905672,兴趣点,1
石家庄市第五中学,河北省石家庄市新华区石家庄市第五中学,中国,河北省,石家庄市,新华区,130105,311,114.466578,38.052707,兴趣点,1
焦作市宇华实验学校,河南省焦作市山阳区宇华实验学校,中国,河南省,焦作市,山阳区,410811,391,113.23775,35.1745,兴趣点,1
湖北省武昌实验中学,湖北省武汉市武昌区武昌实验中学,中国,湖北省,武汉市,武昌区,420106,27,114.303345,30.552286,兴趣点,1
随州市第二高级中学,湖北省随州市曾都区随州市第二高级中学,中国,湖北省,随州市,曾都区,421303,722,113.38239,31.707684,兴趣点,1
随州市第一中学,湖北省随州市曾都区市第一中学,中国,湖北省,随州市,曾都区,421303,722,113.358499,31.736378,兴趣点,1
武汉市洪山高级中学,湖北省武汉市洪山区洪山高级中学,中国,湖北省,武汉市,洪山区,420111,27,114.387256,30.490307,兴趣点,1
湘潭县第一中学,湖南省湘潭市湘潭县湘潭县第一中学,中国,湖南省,湘潭市,湘潭县,430321,732,112.973413,27.789859,兴趣点,1
吉林省四平市第十七中学,河北省石家庄市桥西区第十七中学,中国,河北省,石家庄市,桥西区,130104,311,114.474318,38.045238,兴趣点,1
常州市第二十四中学,江苏省常州市天宁区常州市第二十四中学,中国,江苏省,常州市,天宁区,320402,519,119.967621,31.774906,兴趣点,1
江苏省大丰高级中学,江苏省盐城市大丰区大丰高级中学,中国,江苏省,盐城市,大丰区,320904,515,120.433004,33.203823,兴趣点,1
江苏省姜堰中学,江苏省泰州市姜堰区省姜堰中学,中国,江苏省,泰州市,姜堰区,321204,523,120.151404,32.503387,兴趣点,1
江苏省靖江高级中学,江苏省泰州市靖江市靖江高级中学,中国,江苏省,泰州市,靖江市,321282,523,120.265833,31.99509,兴趣点,1
江苏省梁丰高级中学,江苏省苏州市张家港市梁丰高级中学,中国,江苏省,苏州市,张家港市,320582,512,120.51597,31.857137,兴趣点,1
江苏省如皋中学,江苏省南通市如皋市如皋中学,中国,江苏省,南通市,如皋市,320682,513,120.583214,32.390096,兴趣点,1
江苏省通州高级中学,江苏省南通市通州区通州高级中学,中国,江苏省,南通市,通州区,320612,513,121.077834,32.025539,兴趣点,1
江苏省宜兴中学,江苏省无锡市宜兴市宜兴中学,中国,江苏省,无锡市,宜兴市,320282,510,119.86708,31.367529,兴趣点,1
西安交通大学苏州附属中学,江苏省苏州市吴中区西安交通大学苏州附属中学,中国,江苏省,苏州市,吴中区,320506,512,120.738115,31.314607,兴趣点,1
赣州市第一中学,江西省赣州市章贡区赣州市第一中学,中国,江西省,赣州市,章贡区,360702,797,114.94901,25.853429,兴趣点,1
高安二中,江西省宜春市高安市高安二中,中国,江西省,宜春市,高安市,360983,795,115.389564,28.403836,兴趣点,1
江西省上犹中学,江西省赣州市上犹县上犹中学,中国,江西省,赣州市,上犹县,360724,797,114.532754,25.795126,兴趣点,1
大连市大开一中,辽宁省大连市大开一中,中国,辽宁省,金州区,,210200,411,121.81928,39.087869,市,1
葫芦岛市第一高级中学,辽宁省葫芦岛市龙港区葫芦岛市第一高级中学,中国,辽宁省,葫芦岛市,龙港区,211403,429,120.860488,40.734704,兴趣点,1
通辽实验中学,内蒙古自治区通辽市科尔沁区通辽实验中学,中国,内蒙古自治区,通辽市,科尔沁区,150502,475,122.286309,43.601629,兴趣点,1
格尔木市第二中学,青海省海西蒙古族藏族自治州格尔木市格尔木市第二中学,中国,青海省,海西蒙古族藏族自治州,格尔木市,632801,977,94.895484,36.402889,兴趣点,1
莒县文心高级中学,山东省日照市莒县文心高级中学,中国,山东省,日照市,莒县,371122,633,118.895073,35.591511,兴趣点,1
深圳外国语学校,广东省深圳市盐田区深圳外国语学校,中国,广东省,深圳市,盐田区,440308,755,114.246894,22.581557,兴趣点,1
山东省高密市第一中学,山东省潍坊市高密市高密市第一中学,中国,山东省,潍坊市,高密市,370785,536,119.810148,36.324473,兴趣点,1
山东省泰安第二中学,山东省泰安市泰山区泰安第二中学,中国,山东省,泰安市,泰山区,370902,538,117.142705,36.200591,兴趣点,1
山东省招远第一中学,山东省烟台市招远市招远市第一中学,中国,山东省,烟台市,招远市,370685,535,120.397023,37.3678,兴趣点,1
山东省诸城第一中学,山东省潍坊市诸城市诸城市第一中学,中国,山东省,潍坊市,诸城市,370782,536,119.346272,35.972162,兴趣点,1
山东省邹平县第一中学,山东省滨州市邹平县邹平一中,中国,山东省,滨州市,邹平市,371681,543,117.734542,36.886834,兴趣点,1
太原市五育中学校,山西省太原市杏花岭区五育中学,中国,山西省,太原市,杏花岭区,140107,351,112.557136,37.86889,兴趣点,1
四川省广元外国语学校,四川省广元市利州区广元外国语学校,中国,四川省,广元市,利州区,510802,839,105.892448,32.413285,兴趣点,1
林芝市二高,西藏自治区林芝市林芝市二高,中国,西藏自治区,林芝市,巴宜区,540400,894,94.384771,29.632035,市,1
喇沙書院,香港特别行政区九龙城区喇沙书院,中国,香港特别行政区,香港特别行政区,九龙城区,810007,,114.187683,22.32592,兴趣点,1
聖言中学,香港特别行政区香港特别行政区觀塘區圣言中学,中国,香港特别行政区,香港特别行政区,觀塘區,810009,1852,114.242722,22.306278,兴趣点,1
云南省保山第一中学,云南省保山市隆阳区保山第一中学,中国,云南省,保山市,隆阳区,530502,875,99.227544,25.092178,兴趣点,1
杭州江南实验学校,浙江省杭州市滨江区江南实验学校,中国,浙江省,杭州市,滨江区,330108,571,120.212865,30.200793,兴趣点,1
衢州市兴华中学,河南省郑州市二七区兴华中学,中国,浙江省,衢州市,柯城区,410103,371,118.875599,28.948581,兴趣点,1
绍兴市柯桥区柯桥中学,浙江省绍兴市柯桥区柯桥中学,中国,浙江省,绍兴市,柯桥区,330603,575,120.480428,30.081697,兴趣点,1
嵊州中学,浙江省绍兴市嵊州市嵊州中学,中国,浙江省,绍兴市,嵊州市,330683,575,120.845816,29.583866,兴趣点,1
浙江省诸暨市浣江教育集团浣江初级中学,浙江省绍兴市诸暨市诸暨市浣江初级中学,中国,浙江省,绍兴市,诸暨市,330681,575,120.243044,29.723895,兴趣点,1
安徽省安庆市第四中学,安徽省安庆市迎江区安庆市第四中学,中国,安徽省,安庆市,迎江区,340802,556,117.037837,30.505669,兴趣点,1
合肥市第四十六中学,安徽省合肥市包河区合肥市第四十六中学,中国,安徽省,合肥市,包河区,340111,551,117.283376,31.739302,兴趣点,1
培正中学,广东省广州市越秀区培正中学,中国,广东省,广州市,越秀区,440104,20,113.298873,23.119769,兴趣点,1
福建省大田县第一中学,福建省三明市大田县大田县第一中学,中国,福建省,三明市,大田县,350425,598,117.849642,25.693964,兴趣点,1
福建省泉州市培元中学,福建省泉州市鲤城区培元中学,中国,福建省,泉州市,鲤城区,350502,595,118.583463,24.91719,兴趣点,1
福建省三明第一中学,福建省三明市三元区三明第一中学,中国,福建省,三明市,三元区,350403,598,117.605449,26.228706,兴趣点,1
福建省漳平市第三中学,福建省龙岩市漳平市漳平市第三中学,中国,福建省,龙岩市,漳平市,350881,597,117.416908,25.315541,兴趣点,1
漳州立人学校,福建省漳州市芗城区立人学校,中国,福建省,漳州市,芗城区,350602,596,117.646733,24.532492,兴趣点,1
白银市第十中学,甘肃省白银市白银区白银市第十中学,中国,甘肃省,白银市,白银区,620402,943,104.181585,36.542649,兴趣点,1
嘉峪关市酒钢三中,甘肃省嘉峪关市酒钢三中,中国,甘肃省,嘉峪关市,[],620200,1937,98.270378,39.804759,兴趣点,1
山丹县第一中学,甘肃省张掖市山丹县山丹县第一中学,中国,甘肃省,张掖市,山丹县,620725,936,101.088874,38.783264,兴趣点,1
佛山市桂江第一初级中学,广东省佛山市南海区桂江第一初级中学,中国,广东省,佛山市,南海区,440605,757,113.146482,23.03499,兴趣点,1
佛山市南海外国语学校,广东省佛山市南海区南海外国语学校,中国,广东省,佛山市,南海区,440605,757,113.22765,23.001802,兴趣点,1
广州市海珠区六中珠江中学,广东省广州市海珠区六中珠江中学,中国,广东省,广州市,海珠区,440105,20,113.306814,23.097888,兴趣点,1
深圳大学师范学院附属中学,广东省深圳市南山区深圳大学师范学院附属中学,中国,广东省,深圳市,南山区,440305,755,113.897125,22.504315,兴趣点,1
深圳实验学校高中部,广东省深圳市南山区深圳实验学校,中国,广东省,深圳市,南山区,440305,755,113.943095,22.586344,兴趣点,1
深圳市富源学校,广东省深圳市宝安区富源学校,中国,广东省,深圳市,宝安区,440306,755,113.859736,22.640928,兴趣点,1
深圳市红岭中学,广东省深圳市福田区红岭中学,中国,广东省,深圳市,福田区,440304,755,114.010561,22.560159,兴趣点,1
湛江第一中学,广东省湛江市赤坎区湛江第一中学,中国,广东省,湛江市,赤坎区,440802,759,110.354736,21.268621,兴趣点,1
钦州二中,广西壮族自治区钦州市钦北区钦州二中,中国,广西壮族自治区,钦州市,钦北区,450703,777,108.645635,21.966719,兴趣点,1
梧州高中,广西壮族自治区梧州市长洲区梧州高中,中国,广西壮族自治区,梧州市,长洲区,450405,774,111.245086,23.472295,兴趣点,1
观山湖区第一高级中学,贵州省贵阳市观山湖区观山湖区第一高级中学,中国,贵州省,贵阳市,观山湖区,520115,851,106.636109,26.597062,兴趣点,1
宜昌市第一中学,湖北省宜昌市西陵区宜昌市第一中学,中国,湖北省,宜昌市,西陵区,420502,717,111.28185,30.71047,兴趣点,1
黔南布依族苗族自治州都匀第一中学,贵州省黔南布依族苗族自治州都匀市都匀第一中学,中国,贵州省,黔南布依族苗族自治州,都匀市,522701,854,107.519608,26.263283,兴趣点,1
北京师范大学万宁附属中学,海南省万宁市北京师范大学万宁附属中学,中国,海南省,[],万宁市,469006,,110.426679,18.814332,兴趣点,1
海口山高高级实验中学,海南省海口市琼山区大成高级实验中学,中国,海南省,海口市,琼山区,460107,898,110.390015,19.965956,兴趣点,1
保定市第一中学,河北省保定市莲池区保定市第一中学,中国,河北省,保定市,莲池区,130606,312,115.502146,38.847849,兴趣点,1
郸城县第一高级中学,河南省周口市郸城县郸城县第一高级中学,中国,河南省,周口市,郸城县,411625,394,115.195815,33.642397,兴趣点,1
商丘市第一高级中学,河南省商丘市睢阳区商丘市第一高级中学,中国,河南省,商丘市,睢阳区,411403,370,115.661936,34.402337,兴趣点,1
荥阳市高级中学,河南省郑州市荥阳市荥阳市高级中学,中国,河南省,郑州市,荥阳市,410182,371,113.412446,34.788749,兴趣点,1
郑州市第四中学,河南省郑州市二七区郑州市第四中学,中国,河南省,郑州市,二七区,410103,371,113.65061,34.748166,兴趣点,1
绥化市第一中学,黑龙江省绥化市北林区绥化市第一中学,中国,黑龙江省,绥化市,北林区,231202,455,126.9686,46.653898,兴趣点,1
黄陂区第一中学,湖北省武汉市黄陂区黄陂区第一中学,中国,湖北省,武汉市,黄陂区,420116,27,114.246673,30.732892,兴趣点,1
衡阳市一中,湖南省衡阳市蒸湘区街区衡阳市一中,中国,湖南省,衡阳市,蒸湘区,430408,734,112.557444,26.90048,兴趣点,1
湖南省醴陵第一中学,湖南省株洲市芦淞区醴陵第一中学,中国,湖南省,株洲市,芦淞区,430203,733,113.156476,27.822274,兴趣点,1
宁乡市第一高级中学,湖南省长沙市宁乡市宁乡市第一高级中学,中国,湖南省,长沙市,宁乡市,430182,731,112.565108,28.284698,区县,1
长沙青竹湖湘一外国语学校,湖南省长沙市开福区湘一外国语学校,中国,湖南省,长沙市,开福区,430105,731,112.966836,28.339609,兴趣点,1
吉林毓文中学,吉林省吉林市船营区毓文中学,中国,吉林省,吉林市,船营区,220204,432,126.538261,43.831138,兴趣点,1
长春市九台区第一中学,吉林省长春市九台区九台区第一中学,中国,吉林省,长春市,九台区,220113,431,125.843293,44.158177,兴趣点,1
常州市正衡中学,江苏省常州市天宁区正衡中学,中国,江苏省,常州市,天宁区,320402,519,119.962799,31.762928,兴趣点,1
江苏省江都中学,江苏省扬州市江都区江都中学,中国,江苏省,扬州市,江都区,321012,514,119.580734,32.413565,兴趣点,1
江苏省南菁高级中学,江苏省无锡市江阴市南菁高级中学,中国,江苏省,无锡市,江阴市,320281,510,120.353347,31.897737,兴趣点,1
江苏省宿迁中学,江苏省宿迁市宿城区宿迁中学,中国,江苏省,宿迁市,宿城区,321302,527,118.238408,33.953945,兴趣点,1
无锡市第一中学,江苏省无锡市梁溪区无锡市第一中学,中国,江苏省,无锡市,梁溪区,320213,510,120.283818,31.57847,兴趣点,1
丰城中学,江西省宜春市丰城市丰城中学,中国,江西省,宜春市,丰城市,360981,795,115.75629,28.161163,兴趣点,1
江西省鄱阳县第一中学,江西省上饶市鄱阳县鄱阳县第一中学,中国,江西省,上饶市,鄱阳县,361128,793,116.692981,28.984448,兴趣点,1
江西省万年中学,江西省上饶市万年县陈营万年中学,中国,江西省,上饶市,万年县,361129,793,117.059355,28.692666,兴趣点,1
景德镇二中,江西省景德镇市珠山区景德镇二中,中国,江西省,景德镇市,珠山区,360203,798,117.209054,29.27919,兴趣点,1
新干中学,江西省吉安市新干县新干中学,中国,江西省,吉安市,新干县,360824,796,115.39128,27.74495,兴趣点,1
大连市第八中学,辽宁省大连市沙河口区大连市第八中学,中国,辽宁省,大连市,沙河口区,210204,411,121.590036,38.916107,兴趣点,1
大连市第一中学,辽宁省大连市西岗区大连市第一中学,中国,辽宁省,大连市,西岗区,210203,411,121.611704,38.915983,兴趣点,1
北师大集宁附中,内蒙古自治区乌兰察布市集宁区集宁附中,中国,内蒙古自治区,乌兰察布市,集宁区,150902,474,113.120089,41.049878,兴趣点,1
赤峰红旗中学,内蒙古自治区赤峰市松山区红旗中学,中国,内蒙古自治区,赤峰市,松山区,150404,476,118.931098,42.283775,兴趣点,1
赤峰林东一中,内蒙古自治区赤峰市巴林左旗林东一中,中国,内蒙古自治区,赤峰市,巴林左旗,150422,476,119.354755,43.961526,兴趣点,1
赤峰市元宝山区平庄煤业高级中学,内蒙古自治区赤峰市元宝山区煤业高级中学,中国,内蒙古自治区,赤峰市,元宝山区,150403,476,119.269549,42.040388,兴趣点,1
乌海一中,内蒙古自治区乌海市海勃湾区乌海一中,中国,内蒙古自治区,乌海市,海勃湾区,150302,473,106.831774,39.668326,兴趣点,1
西吉中学,宁夏回族自治区固原市西吉县西吉中学,中国,宁夏回族自治区,固原市,西吉县,640422,954,105.771213,35.969123,兴趣点,1
大通二中,青海省西宁市大通回族土族自治县大通二中,中国,青海省,西宁市,大通回族土族自治县,630121,971,101.685529,36.940484,兴趣点,1
格尔木市第一中学,青海省海西蒙古族藏族自治州格尔木市格尔木市第一中学,中国,青海省,海西蒙古族藏族自治州,格尔木市,632801,977,94.90307,36.395102,兴趣点,1
青海省西宁市第二中学,青海省西宁市城西区西宁市第二中学,中国,青海省,西宁市,城西区,630104,971,101.76058,36.616741,兴趣点,1
德州市陵城区第一中学,山东省德州市陵城区陵城区第一中学,中国,山东省,德州市,陵城区,371403,534,116.535939,37.342519,兴趣点,1
德州市齐河县第一中学,山东省德州市齐河县齐河县第一中学,中国,山东省,德州市,齐河县,371425,534,116.747771,36.782876,兴趣点,1
肥城市第一高级中学,山东省泰安市肥城市肥城第一中学,中国,山东省,泰安市,肥城市,370983,538,116.7695,36.176129,兴趣点,1
胶州市实验中学,山东省青岛市胶州市胶州市实验中学,中国,山东省,青岛市,胶州市,370281,532,120.024787,36.293804,兴趣点,1
临清市第一中学,山东省聊城市临清市临清市第一中学,中国,山东省,聊城市,临清市,371581,635,115.718917,36.84307,兴趣点,1
青岛大学附属中学,山东省青岛市市南区青岛大学附属中学,中国,山东省,青岛市,市南区,370202,532,120.40872,36.0846,兴趣点,1
山大华特卧龙学校,山东省临沂市沂南县卧龙学校,中国,山东省,临沂市,沂南县,371321,539,118.457667,35.539333,兴趣点,1
山东省昌乐第一中学,山东省潍坊市昌乐县昌乐第一中学,中国,山东省,潍坊市,昌乐县,370725,536,118.852693,36.684154,兴趣点,1
山东省莱西市实验学校,山东省青岛市莱西市莱西实验学校,中国,山东省,青岛市,莱西市,370285,532,120.560121,36.893529,兴趣点,1
山东省平度第一中学,山东省青岛市平度市平度第一中学,中国,山东省,青岛市,平度市,370283,532,119.985322,36.799003,兴趣点,1
山东省五莲县第一中学,山东省日照市五莲县五莲县第一中学,中国,山东省,日照市,五莲县,371121,633,119.212498,35.740866,兴趣点,1
