网页id,学校名称,省份,城市,区县,办学类型,办学性质,官方地址,官方网址,官方电话,电子邮箱,创建时间,占地面积(亩),隶属于,学校地址,学历证书,电子简章,国家级示范学校,国家级重点学校,省级示范学校,省级重点学校,市级重点学校,省级高水平中等职业学校,市级示范学校,其他可补充字段,职业
2480,山西运城农业职业技术学院,山西,太原市,,中等专业学校,公办,山西太原市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2481,山西煤炭管理干部学院,山西,太原市,,中等专业学校,公办,山西太原市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2482,山西煤炭职业技术学院,山西,太原市,,中等专业学校,公办,山西太原市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2483,太原广播电视中等专业学校,山西,太原市,迎泽区,中等专业学校,公办,山西太原市迎泽区,--,0351-5659229,--,1964,37,太原市教育局,五一路校区太原市文津巷6号（五一广场原市公安局往东200米）,--,--,,,,,,,,,"{'艺术设计类': ['艺术设计与制作'], '广播影视类': ['影像与影视技术', '动漫与游戏制作', '播音与主持']}"
2484,山西艺术职业学院附属中等艺术学校,山西,太原市,,中等专业学校,公办,山西太原市,--,--,--,,,--,--,--,,,,,,,,,,{}
2485,山西老区职业技术学院,山西,太原市,,中等专业学校,公办,山西太原市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2486,山西省应用技术学校,山西,太原市,,中等专业学校,公办,山西太原市,http://www.sxyyxx.cn,0351-6199716,--,,,--,--,--,,,,,,,,,,{}
2487,山西经济管理干部学院,山西,太原市,,中等专业学校,公办,山西太原市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2488,山西省大众传媒学校,山西,太原市,,中等专业学校,民办,山西太原市,--,--,--,,,--,--,--,,,,,,,,,,{}
2489,山西省经济管理中等专业学校,山西,太原市,,中等专业学校,公办,山西太原市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2490,山西戏剧职业学院附属中等艺术学校,山西,太原市,,中等专业学校,公办,山西太原市,--,--,--,,,--,--,--,,,,,,,,,,{}
2491,山西煤炭职工联合大学太原分校,山西,太原市,,中等专业学校,,山西太原市,--,--,--,,,--,--,--,,,,,,,,,,{}
2492,山西省农业广播电视学校,山西,太原市,,中等专业学校,公办,山西太原市,--,--,--,,,--,--,--,,,,,,,,,,{}
2493,山西大同大学浑源师范分校,山西,大同市,,中等专业学校,公办,山西大同市,--,--,--,,,--,--,--,,,,,,,,,,{}
2494,大同煤矿集团公司第一职业中专学校,山西,大同市,,中等专业学校,公办,山西大同市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2495,阳泉市卫生学校,山西,阳泉市,,中等专业学校,,山西阳泉市,--,--,--,,,--,--,--,,,,,,,,,,{}
2496,山西省特殊教育师范学校,山西,阳泉市,郊区,中等专业学校,公办,山西阳泉市郊区,--,0353-6160115,--,,,--,--,--,,,,,,,,,,{}
2497,潞安职业技术学院,山西,长治市,,中等专业学校,公办,山西长治市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2498,山西省长治市教育学院,山西,长治市,,中等专业学校,公办,山西长治市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2499,山西体育职业学院晋城教学班,山西,晋城市,,中等专业学校,公办,山西晋城市,--,--,--,,,--,--,--,,,,,,,,,,{}
2500,山西同文职业技术学院,山西,晋中市,,中等专业学校,民办,山西晋中市,--,--,--,--,--,--,山西省晋中介休市,--,,是,,,,,,,,{}
2501,山西水利职业技术学院,山西,运城市,,中等专业学校,公办,山西运城市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2502,山西财经大学运城学院,山西,运城市,,中等专业学校,公办,山西运城市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2503,山西省运城华美中等技术学校,山西,运城市,盐湖区,中等专业学校,民办,山西运城市盐湖区,http://www.sxhmjsxx.cn,0359-2594445    ,--,1992,--,运城市教育局,运城市空港经济开发区舜帝街12009号,--,--,,,,,,,,,"{'自动化类': ['机电技术应用'], '航空运输类': ['航空服务'], '邮政类': ['邮政通信服务'], '计算机类': ['计算机平面设计'], '旅游类': ['高星级饭店运营与管理'], '艺术设计类': ['美发与形象设计'], '文化服务类': ['社会文化艺术'], '广播影视类': ['影像与影视技术']}"
2504,山西省运城关圣旅游学校,山西,运城市,盐湖区,中等专业学校,民办,山西运城市盐湖区,http://www.ycgsxx.com,0359-8678480,--,,,--,--,--,,,,,,,,,,{}
2505,山西省河东中医少儿推拿学校,山西,运城市,盐湖区,中等专业学校,民办,山西运城市盐湖区,http://hdsetn.cn,0359-2270123,--,1992,--,运城市教育局,运城市盐湖区德新路61号,--,--,,,,,,,,,"{'中医药类': ['中医康复技术', '中医养生保健'], '康复治疗类': ['康复技术']}"
2506,运城龙翔工业技术学校,山西,运城市,,中等专业学校,公办,山西运城市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2507,原平市星海艺术学校,山西,忻州市,原平市,职业高中,民办,山西忻州市原平市,--,0350-8220599,ypxhxxrsc@163.com,1993,--,--,山西省忻州市前进西街245号,--,--,,,,,,,,,{}
2508,太谷区职业中学校,山西,晋中市,太谷区,中等专业学校,,山西晋中市太谷区,https://www.tgzhz.com,0354-6238701,tgzzbgs@163.com,1983,206,太谷区教育局,山西省晋中市太谷区康源北路,--,--,是,是,,,,,,,{}
2509,忻州市粮食职工中等专业学校,山西,忻州市,忻府区,中等专业学校,,山西忻州市忻府区,--,0350-3032376,--,,,--,--,--,,,,,,,,,,{}
2510,山西体育职业学院忻州教学班,山西,忻州市,,中等专业学校,公办,山西忻州市,--,--,--,,,--,--,--,,,,,,,,,,{}
2511,山西省临汾工商行政管理学校,山西,临汾市,,中等专业学校,公办,山西临汾市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2512,山西省星河科技学校,山西,临汾市,洪洞县,中等专业学校,,山西临汾市洪洞县,http://sxxhts.com,0357-2051822,--,,,--,--,--,,,,,,,,,,{}
2513,吕梁学院离石师范分校,山西,吕梁市,,中等专业学校,公办,山西吕梁市,--,--,--,,,--,--,--,,,,,,,,,,{}
2514,山西体育职业学院吕梁市教学班,山西,吕梁市,,中等专业学校,公办,山西吕梁市,--,--,--,,,--,--,--,,,,,,,,,,{}
2515,南京交通科技学校,江苏,南京市,,中等专业学校,民办,江苏南京市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2516,南京新领航职业学校,江苏,南京市,,中等专业学校,民办,江苏南京市,--,--,--,,,--,--,--,,,,,是,,,,,{}
2517,江苏省南京工程高等职业学校,江苏,南京市,,中等专业学校,公办,江苏南京市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2518,南京金陵中等专业学校,江苏,南京市,,中等专业学校,公办,江苏南京市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2519,南京江宁中等专业学校,江苏,南京市,江宁区,中等专业学校,公办,江苏南京市江宁区,--,025-87172888,--,,,--,--,--,,,是,,,,,,,{}
2520,南京市高级技术学校,江苏,南京市,,中等专业学校,公办,江苏南京市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2521,南京市营养学校,江苏,南京市,,中等专业学校,,江苏南京市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2522,江苏省新闻出版学校,江苏,南京市,,中等专业学校,公办,江苏南京市,--,--,--,,,--,--,--,,,,,是,,,,,{}
2523,南京市财经学校,江苏,南京市,,中等专业学校,公办,江苏南京市,--,--,--,,,--,--,--,,,,,是,,,,,{}
2524,无锡卫生高等职业技术学校,江苏,无锡市,,中等专业学校,公办,江苏无锡市,--,--,--,,,--,--,--,,,,,,,,,,{}
2525,无锡市锡山中等专业学校,江苏,无锡市,,中等专业学校,公办,江苏无锡市,--,--,--,--,--,--,无锡市锡山区东北塘街道英才路1号,--,,是,,,,,,,,{}
2526,江苏省徐州医药高等职业学校（弃用）,江苏,徐州市,云龙区,中等专业学校,公办,江苏徐州市云龙区,--,--,--,,,--,--,--,,,是,,,,,,,{}
2527,江苏省徐州市中等专业学校,江苏,徐州市,云龙区,中等专业学校,公办,江苏徐州市云龙区,http://www.xzou.cn/,0516-85722117,--,--,300,徐州市教育局,云龙区欣欣路1号,--,--,,是,,,,,,,{}
2528,江苏省徐州经贸高等职业学校,江苏,徐州市,,中等专业学校,公办,江苏徐州市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2529,,,,,,,--,--,--,--,,,--,--,--,,,,,,,,,,{}
2530,江苏省张集中等专业学校,江苏,徐州市,,中等专业学校,公办,江苏徐州市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2531,江苏省徐州机电工程学校,江苏,徐州市,,中等专业学校,民办,江苏徐州市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2532,江苏省武进中等专业学校,江苏,常州市,,中等专业学校,公办,江苏常州市,--,--,--,,,--,--,--,,,,,,,,,,{}
2533,江苏省金坛中等专业学校,江苏,常州市,金坛区,中等专业学校,公办,江苏常州市金坛区,http://www.jtzjedu.com/,0519-82334329,--,1958,296,金坛区教育局,江苏省金坛经济开发区汇贤南路1号,--,--,,是,是,,,,,,"{'建筑设计类': ['建筑装饰技术'], '机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用', '工业机器人技术应用'], '纺织服装类': ['服装设计与工艺'], '道路运输类': ['汽车运用与维修', '新能源汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机网络技术', '计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理']}"
2534,江苏省溧阳中等专业学校,江苏,常州市,溧阳市,中等专业学校,公办,江苏常州市溧阳市,http://lyzz.lyjyfw.net,0519-87112168,--,1985,433,溧阳市教育局,溧阳市燕山南路1号,--,--,是,是,是,,,,,,"{'林业类': ['园林技术'], '机械设计制造类': ['机械加工技术', '数控技术应用'], '机电设备类': ['电梯安装与维修保养'], '自动化类': ['机电技术应用', '电气设备运行与控制'], '道路运输类': ['新能源汽车运用与维修'], '电子信息类': ['电子信息技术'], '计算机类': ['计算机平面设计', '数字媒体技术应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理', '旅游服务与管理']}"
2535,溧阳市天目湖中等专业学校,江苏,常州市,,中等专业学校,公办,江苏常州市,--,--,--,,,--,--,--,,,,,是,,,,,{}
2536,江苏联合职业技术学院武进分院,江苏,常州市,,中等专业学校,公办,江苏常州市,--,--,--,,,--,--,--,,,,,,,,,,{}
2537,苏州高等职业技术学校（弃用）,江苏,苏州市,姑苏区,中等专业学校,公办,江苏苏州市姑苏区,--,--,--,,,--,--,--,,,是,,,,,,,{}
2538,江苏省吴江中等专业学校,江苏,苏州市,吴江区,中等专业学校,公办,江苏苏州市吴江区,http://www.jswjzz.com,0512-63458190,--,1986,209,吴江区教育局,苏州市吴江区松陵大道1200号（东太湖大道9000号）,--,--,,,,是,,,,,"{'机械设计制造类': ['模具制造技术', '数控技术应用'], '自动化类': ['机电技术应用', '工业机器人技术应用'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用', '计算机网络技术', '网站建设与管理'], '财务会计类': ['会计事务'], '电子商务类': ['跨境电子商务'], '旅游类': ['高星级饭店运营与管理'], '餐饮类': ['中餐烹饪']}"
2539,苏州旅游与财经高等职业技术学校,江苏,苏州市,,中等专业学校,公办,江苏苏州市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2540,苏州铁路机械学校,江苏,苏州市,,中等专业学校,公办,江苏苏州市,--,--,--,,,--,--,--,,,,,是,,,,,{}
2541,苏州建设交通高等职业技术学校,江苏,苏州市,,中等专业学校,公办,江苏苏州市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2542,江苏省吴中中等专业学校,江苏,苏州市,吴江区,中等专业学校,公办,江苏苏州市吴江区,http://www.wzzjzxx.com,0512-69215525,--,,,--,--,--,,是,,是,,,,,,{}
2543,江苏省相城中等专业学校,江苏,苏州市,相城区,中等专业学校,公办,江苏苏州市相城区,http://www.xcvec.com,0512-66152391,--,,,--,--,--,,,是,是,,,,,,"{'机械设计制造类': ['数控技术应用'], '自动化类': ['工业机器人技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['数字媒体技术应用', '软件与信息服务'], '电子商务类': ['电子商务'], '物流类': ['物流服务与管理'], '餐饮类': ['中餐烹饪']}"
2544,苏州丝绸中等专业学校,江苏,苏州市,,中等专业学校,公办,江苏苏州市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2545,江苏省太仓中等专业学校,江苏,苏州市,太仓市,中等专业学校,公办,江苏苏州市太仓市,--,0512-53283025,--,,,--,--,--,,,是,,,,,,,{}
2546,常熟市高新园中等专业学校,江苏,苏州市,,中等专业学校,公办,江苏苏州市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2547,江苏省常熟中等专业学校,江苏,苏州市,张家港市,中等专业学校,公办,江苏苏州市张家港市,http://www.cszjzx.com,0512-52307528,--,,,--,--,--,,是,是,是,,,,,,{}
2548,江苏省昆山第一中等专业学校,江苏,苏州市,昆山市,中等专业学校,公办,江苏苏州市昆山市,http://yzz.ksedu.cn,0512-50316878,kszyz@public1.sz.js.cn,,,--,--,--,,,是,是,,,,,,{}
2549,江苏省连云港工贸高等职业技术学校（弃用）,江苏,苏州市,张家港市,中等专业学校,公办,江苏苏州市张家港市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2550,江苏省南通卫生高等职业技术学校（弃用）,江苏,南通市,崇川区,中等专业学校,公办,江苏南通市崇川区,--,--,--,1951,--,--,南通经济开发区振兴东路288号,--,,,,是,,,,,,{}
2551,江苏省南通中等专业学校,江苏,南通市,崇川区,中等专业学校,公办,江苏南通市崇川区,http://www.ntzz.cn,0513-85559500,--,1995,240,南通市教育局,南通市通宁大道8号,--,--,是,是,是,,,,,,"{'机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用'], '纺织服装类': ['服装设计与工艺'], '食品类': ['食品加工工艺'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '计算机类': ['计算机网络技术', '计算机平面设计', '数字媒体技术应用'], '经济贸易类': ['国际商务'], '艺术设计类': ['工艺美术', '美容美体艺术'], '教育类': ['幼儿保育']}"
2552,江苏省海门中等专业学校,江苏,南通市,海门市,中等专业学校,公办,江苏南通市海门市,http://www.hmzjzx.com,0513-82297485,--,,,--,--,--,,是,是,是,,,,,,{}
2553,江苏省海安中等专业学校,江苏,南通市,海安县,中等专业学校,公办,江苏南通市海安县,http://www.jshazz.com,0513-88860915,--,1958,478,海安市教体局,海安市高庄路126号,--,--,,是,是,,,,,,{}
2554,江苏省如东第一职业教育中心校,江苏,南通市,,中等专业学校,公办,江苏南通市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2555,江苏省启东中等专业学校,江苏,南通市,启东市,中等专业学校,公办,江苏南通市启东市,http://www.jsqdzz.com,0513-83322111,--,,,--,--,--,,,是,,,,,,,{}
2556,连云港金山中等专业学校,江苏,连云港市,,中等专业学校,公办,江苏连云港市,--,--,--,--,--,--,连云港市赣榆区金山驻地,--,,,是,,,,,,,{}
2557,江苏省赣榆中等专业学校,江苏,连云港市,赣榆区,中等专业学校,公办,江苏连云港市赣榆区,http://www.ganyuzj.com.cn,0518-87110720,--,2003,358,赣榆区教育局,江苏省连云港市赣榆区青口镇宁海东路6号,--,--,是,,是,,,,,,"{'建筑设计类': ['建筑装饰技术'], '土建施工类': ['建筑工程施工'], '建设工程管理类': ['建筑工程造价'], '机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修', '汽车车身修复'], '城市轨道交通类': ['城市轨道交通运营服务'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务']}"
2558,江苏省淮阴商业学校,江苏,淮安市,清江浦区,中等专业学校,公办,江苏淮安市清江浦区,http://www.hysx.cn,0517-83615266,--,,,--,--,--,,,是,是,,,,,,{}
2559,淮安市高级职业技术学校,江苏,淮安市,清江浦区,中等专业学校,公办,江苏淮安市清江浦区,http://www.hagzx.cn,0517-83333388,--,1979,364,淮安市教育局,淮安经济技术开发区徐杨路32号,--,--,是,,是,,,,,,"{'自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '教育类': ['幼儿保育'], '安全防范类': ['安全保卫服务']}"
2560,淮阴卫生学校,江苏,淮安市,,中等专业学校,公办,江苏淮安市,--,--,--,,,--,--,--,,,,,是,,,,,{}
2561,淮安生物工程高等职业学校（弃用）,江苏,淮安市,淮安区,中等专业学校,公办,江苏淮安市淮安区,--,--,--,,,--,--,--,,,是,,,,,,,{}
2562,江苏省涟水中等专业学校,江苏,淮安市,涟水县,中等专业学校,公办,江苏淮安市涟水县,http//www.lsxzjzx.com,0517-82331319,--,,,--,--,--,,,,是,,,,,,{}
2563,淮海工业贸易学校,江苏,淮安市,,中等专业学校,公办,江苏淮安市,--,--,--,,,--,--,--,,,,,是,,,,,{}
2564,江苏省金湖中等专业学校,江苏,淮安市,金湖县,中等专业学校,公办,江苏淮安市金湖县,http://www.jhzjzx.com,0517-86806934,--,,,--,--,--,,,是,是,,,,,,{}
2565,盐城机电高等职业技术学校（弃用）,江苏,盐城市,盐都区,中等专业学校,公办,江苏盐城市盐都区,--,--,--,,,--,--,--,,,是,,,,,,,{}
2566,江苏省建湖中等专业学校,江苏,盐城市,建湖县,中等专业学校,公办,江苏盐城市建湖县,http://www.jhvtec.com,0515-86119048,--,,,--,--,--,,,是,,,,,,,"{'农业类': ['作物生产技术'], '安全类': ['安全技术与管理'], '土建施工类': ['建筑工程施工'], '建设工程管理类': ['建筑工程造价'], '机械设计制造类': ['数控技术应用', '机械加工技术'], '自动化类': ['机电技术应用'], '化工技术类': ['化学工艺'], '纺织服装类': ['服装设计与工艺'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用']}"
2567,江苏省东台中等专业学校,江苏,盐城市,东台市,中等专业学校,公办,江苏盐城市东台市,http://www.jutidt.cn,0515-85451015,--,,,--,--,--,,是,是,,,,,,,{}
2568,江苏省盐南中等专业学校,江苏,盐城市,,中等专业学校,公办,江苏盐城市,--,--,--,--,--,--,江苏省盐城市城南新区伍佑街道办事处通榆南路3号,--,,,是,,,,,,,{}
2569,大丰市职业技术教育中心,江苏,盐城市,,中等专业学校,公办,江苏盐城市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2570,江苏省大丰中等专业学校,江苏,盐城市,大丰区,中等专业学校,公办,江苏盐城市大丰区,http://zjzx.dfe.cn:8080,0515-83513450,--,,,--,--,--,,,,是,,,,,,{}
2571,射阳县沿海中等专业学校,江苏,盐城市,,中等专业学校,公办,江苏盐城市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2572,江苏省扬州旅游商贸学校,江苏,扬州市,邗江区,中等专业学校,公办,江苏扬州市邗江区,http://www.yzlyxx.com,0514-87931621,--,,,--,--,--,,,,,是,,,,,{}
2573,邗江中等专业学校,江苏,扬州市,,中等专业学校,公办,江苏扬州市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2574,江苏省江都中等专业学校,江苏,扬州市,江都区,中等专业学校,公办,江苏扬州市江都区,http://www.jdzjjt.com,0514-86895238,--,,,--,--,--,,,是,,,,,,,{}
2575,江苏省宝应中等专业学校,江苏,扬州市,宝应县,中等专业学校,公办,江苏扬州市宝应县,http://www.byzjzx.com,0514-88989555,--,--,--,--,江苏省扬州市宝应县城宝胜东路,--,--,,是,,,,,,,{}
2576,江苏省高邮中等专业学校,江苏,扬州市,高邮市,中等专业学校,公办,江苏扬州市高邮市,http://www.jsgyve.com,0514-84687070,--,--,--,--,高邮市海潮东路东首98号,--,--,,,是,,,,,,{}
2577,江苏省丹徒中等专业学校,江苏,镇江市,,中等专业学校,公办,江苏镇江市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2578,江苏省丹阳中等专业学校,江苏,镇江市,,中等专业学校,公办,江苏镇江市,--,--,--,,,--,--,--,,,,是,,,,,,{}
2579,镇江市润州中等专业学校,江苏,镇江市,,中等专业学校,公办,江苏镇江市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2580,江苏省泰兴中等专业学校,江苏,泰州市,泰兴市,中等专业学校,公办,江苏泰州市泰兴市,http://www.txgz.cn,0523-87703018,--,--,518,--,泰兴市文昌东路1号,--,--,是,,是,,,,,,"{'安全类': ['应急救援技术'], '建设工程管理类': ['建筑工程造价'], '机械设计制造类': ['机械加工技术', '数控技术应用'], '机电设备类': ['智能设备运行与维护'], '自动化类': ['机电技术应用', '工业机器人技术应用'], '航空装备类': ['无人机操控与维护'], '化工技术类': ['精细化工技术'], '铁道运输类': ['高速铁路乘务'], '道路运输类': ['汽车运用与维修'], '城市轨道交通类': ['城市轨道交通运营服务']}"
2581,姜堰中等专业学校,江苏,泰州市,,中等专业学校,公办,江苏泰州市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2582,泰兴市供销职业技术学校,江苏,泰州市,,中等专业学校,公办,江苏泰州市,--,--,--,,,--,--,--,,,,,是,,,,,{}
2583,中国机械中等专业学校,江苏,泰州市,,中等专业学校,公办,江苏泰州市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2584,江苏省沭阳中等专业学校,江苏,宿迁市,沭阳县,中等专业学校,公办,江苏宿迁市沭阳县,--,--,--,,,--,--,--,,,是,是,,,,,,{}
2585,江苏省泗阳中等专业学校,江苏,宿迁市,泗阳县,中等专业学校,公办,江苏宿迁市泗阳县,https://www.jssyzz.com/templet/default/,0527-85230080,--,,,--,--,--,,是,是,,,,,,,{}
2586,江苏省宿城中等专业学校,江苏,宿迁市,宿城区,中等专业学校,公办,江苏宿迁市宿城区,--,--,--,,,--,--,--,,是,,,,,,,,{}
2587,江苏省宿迁卫生中等专业学校,江苏,宿迁市,宿豫区,中等专业学校,公办,江苏宿迁市宿豫区,http://www.jssqwx.com/main.htm,0527-84826831,--,1958,420,--,宿迁市湖滨新区学成路6号,--,--,,,,,,,,,"{'药学类': ['药剂'], '康复治疗类': ['康复技术']}"
2588,江苏省泗洪中等专业学校,江苏,宿迁市,泗洪县,中等专业学校,公办,江苏宿迁市泗洪县,--,--,--,1999,230,--,江苏省宿迁市泗洪县青阳北路,--,--,,是,,,,,,,"{'机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用'], '纺织服装类': ['服装设计与工艺'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '餐饮类': ['中餐烹饪']}"
2589,沈阳市金融学校,辽宁,沈阳市,,中等专业学校,,辽宁沈阳市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2590,沈阳铁路机械学校,辽宁,沈阳市,,中等专业学校,,辽宁沈阳市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2591,沈阳职业技术学院附属中等专业学校,辽宁,沈阳市,大东区,中等专业学校,公办,辽宁沈阳市大东区,--,024-88251286,--,,,--,--,--,,,,,,,,,,{}
2592,辽宁何氏医学院（中专部）,辽宁,沈阳市,,中等专业学校,公办,辽宁沈阳市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2593,沈阳机电工业学校,辽宁,沈阳市,,中等专业学校,公办,辽宁沈阳市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2594,沈阳装备制造工程学校,辽宁,沈阳市,,中等专业学校,公办,辽宁沈阳市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2595,沈阳市城市建设管理学校,辽宁,沈阳市,沈河区,中等专业学校,公办,辽宁沈阳市沈河区,--,024-24821028,--,,,--,--,--,,,,,,,,,,{}
2596,辽宁省城市建设学校,辽宁,沈阳市,,中等专业学校,公办,辽宁沈阳市,--,--,--,,,--,--,--,,,是,,,,,,,{}
2597,沈阳宝岩艺术学校,辽宁,沈阳市,于洪区,中等专业学校,民办,辽宁沈阳市于洪区,--,024-86852588,--,,,--,--,--,,,,,,,,,,{}
2598,沈阳市展硕中等职业学校,辽宁,沈阳市,,中等专业学校,公办,辽宁沈阳市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2599,沈阳市雄狮现代美术设计学校,辽宁,沈阳市,,中等专业学校,公办,辽宁沈阳市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2600,于洪区职教中心,辽宁,沈阳市,,中等专业学校,公办,辽宁沈阳市,--,--,--,--,--,--,--,--,,是,,,,,,,,{}
2601,辽宁现代服务职业技术学院（中专部）,辽宁,沈阳市,,中等专业学校,公办,辽宁沈阳市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2602,辽宁歌舞团附属艺术学校,辽宁,沈阳市,浑南区,中等专业学校,民办,辽宁沈阳市浑南区,--,024-86840519,--,,,--,--,--,,,,,,,,,,{}
2603,沈阳体育学院附属体育学校,辽宁,沈阳市,,中等专业学校,公办,辽宁沈阳市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2604,,,,,,,--,--,--,--,,,--,--,--,,,,,,,,,,{}
2605,沈阳军乐学校,辽宁,沈阳市,于洪区,中等专业学校,民办,辽宁沈阳市于洪区,http://stopnote.vhostgo.com,024-86671233,--,,,--,--,--,,,,,,,,,,{}
2606,辽宁省艺术学校,辽宁,沈阳市,,中等专业学校,,辽宁沈阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
2607,沈阳翼众东北美术学校,辽宁,沈阳市,铁西区,中等专业学校,民办,辽宁沈阳市铁西区,http://www.yzwhms.com,024-31354768,--,,,--,--,--,,,,,,,,,,{}
2608,辽宁省人民医院附属卫校,辽宁,沈阳市,,中等专业学校,,辽宁沈阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
2609,辽宁省新闻出版学校,辽宁,沈阳市,,中等专业学校,公办,辽宁沈阳市,--,--,--,,,--,--,--,,,,,是,,,,,{}
2610,辽宁省育才中等职业技术专业学校,辽宁,沈阳市,浑南区,中等专业学校,公办,辽宁沈阳市浑南区,http://www.osln.org.cn,024-31652668,--,,,--,--,--,,,,,,,,,,{}
2611,沈阳乐府艺术学校,辽宁,沈阳市,浑南区,中等专业学校,民办,辽宁沈阳市浑南区,http://www.lnsyyf.com/,024-23890435,1515795585@qq.com,,,--,--,--,,,是,,,,,,,{}
2612,辽宁城市建设职业技术学院（中专部）,辽宁,沈阳市,,中等专业学校,,辽宁沈阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
2613,辽宁省体育学校,辽宁,沈阳市,浑南区,中等专业学校,公办,辽宁沈阳市浑南区,--,024-23206322,lnsgtyxx@163.com,--,--,--,沈阳市浑南区浑南三路18号,--,--,,,,,,,,,{'体育类': ['运动训练']}
2614,康平县职教中心,辽宁,沈阳市,,中等专业学校,公办,辽宁沈阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
2615,辽中区职业教育中心,辽宁,沈阳市,,中等专业学校,,辽宁沈阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
2616,辽宁省农业技术学校,辽宁,沈阳市,,中等专业学校,公办,辽宁沈阳市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2617,辽宁特殊教育师范高等专科学校（中专部）,辽宁,沈阳市,,中等专业学校,公办,辽宁沈阳市,--,--,--,,,--,--,--,,是,,,,,,,,{}
2618,辽宁东华艺术学校,辽宁,沈阳市,,中等专业学校,,辽宁沈阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
2619,辽宁师范大学附属中专,辽宁,大连市,,中等专业学校,公办,辽宁大连市,--,--,--,,,--,--,--,,,,,是,,,,,{}
2620,鞍山市艺术学校,辽宁,鞍山市,铁西区,中等专业学校,公办,辽宁鞍山市铁西区,--,0412-2650386,assysxx2021@163.com,,,--,--,--,,,,,,,,,,{}
