网页id,学校名称,省份,城市,区县,办学类型,办学性质,官方地址,官方网址,官方电话,电子邮箱,创建时间,占地面积(亩),隶属于,学校地址,学历证书,电子简章,国家级示范学校,国家级重点学校,省级示范学校,省级重点学校,市级重点学校,省级高水平中等职业学校,市级示范学校,其他可补充字段,职业
11853,六盘水市信息技术职业学校,贵州,六盘水市,钟山区,中等专业学校,民办,贵州六盘水市钟山区,--,--,--,--,--,--,钟山区德坞马姚路口11号职院内（原烟厂办公楼）,--,--,,,,,,,,,"{'纺织服装类': ['服装设计与工艺'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用']}"
11854,铜仁市数据职业学校,贵州,铜仁市,万山区,中等专业学校,民办,贵州铜仁市万山区,http://www.trsjzx.cn/,--,--,,,--,--,--,,,,,,,,,,"{'城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['大数据技术应用', '计算机应用', '计算机与数码设备维修'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理', '旅游服务与管理'], '民族文化艺术类': ['民族音乐与舞蹈']}"
11855,金沙县中等职业学校,贵州,毕节市,金沙县,中等专业学校,公办,贵州毕节市金沙县,http://www.gzjszx.org,--,--,1985,247,金沙县教育科技局,贵州省金沙县经济开发区黄河大道,--,--,,,是,,,,,,"{'农业类': ['茶叶生产与加工'], '纺织服装类': ['服装制作与生产管理'], '食品类': ['酿酒工艺与技术'], '道路运输类': ['汽车运用与维修', '汽车车身修复'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '护理类': ['护理'], '中医药类': ['中医康复技术'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务']}"
11856,纳雍中等职业学校,贵州,毕节市,纳雍县,中等专业学校,公办,贵州毕节市纳雍县,--,--,--,1986,--,纳雍县教育科技局,贵州省毕节市纳雍县发展大道与莲花路交界处纳雍中等职业学校新校区,--,--,,,,,,,,,"{'农业类': ['农产品加工与质量检测'], '纺织服装类': ['服装设计与工艺'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用', '计算机平面设计'], '电子商务类': ['电子商务'], '艺术设计类': ['美发与形象设计'], '教育类': ['幼儿保育'], '文秘类': ['文秘']}"
11857,贵州民用航空职业学院,贵州,安顺市,平坝区,中等专业学校,民办,贵州安顺市平坝区,http://www.gzmhxy.cn,0851-34863333,gzmyhkzyxy@163.com,,,--,--,--,,,,,,,,,,"{'道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机网络技术'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '表演艺术类': ['音乐表演', '舞蹈表演']}"
11858,贵州应用技术职业学院,贵州,黔南布依族苗族自治州,福泉市,中等专业学校,民办,贵州黔南布依族苗族自治州福泉市,http://www.gzyyxy.com/,0854-7025555,--,2016,600,--,贵州省黔南州福泉市金鸡山东路,--,--,,,,,,,,,"{'航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '健康管理与促进类': ['婴幼儿托育'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务']}"
11859,贵阳市女子职业学校,贵州,贵阳市,云岩区,中等专业学校,公办,贵州贵阳市云岩区,http://www.gynzx.cn,0851—84821146,gynzxdzb@126.com,1985,230,贵阳市教育局,贵阳市云岩区金关巷21号,--,--,是,是,是,,,,,,"{'财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理'], '餐饮类': ['中餐烹饪', '西餐烹饪'], '艺术设计类': ['美容美体艺术', '美发与形象设计', '数字影像技术', '艺术设计与制作'], '表演艺术类': ['音乐表演', '舞蹈表演'], '教育类': ['幼儿保育'], '体育类': ['休闲体育服务与管理']}"
11860,贵阳市新华电脑中等职业学校,贵州,贵阳市,南明区,中等专业学校,民办,贵州贵阳市南明区,http://www.gzxinhua.com,0851-85778999,--,,,--,--,--,,,,,,,,,,{}
11861,毕节市体育运动学校,贵州,毕节市,大方县,中等专业学校,公办,贵州毕节市大方县,--,0857-8241166,--,,,--,--,--,,,,,,,,,,{}
11862,毕节市特殊教育学校,贵州,毕节市,七星关区,特殊教育,公办,贵州毕节市七星关区,http://bjstsjyxx.zx.bjjyy.net,--,--,,,--,--,--,,,,,,,,,,{'艺术设计类': ['工艺美术']}
11863,安顺机械工业学校,贵州,安顺市,西秀区,中等专业学校,公办,贵州安顺市西秀区,http://www.asjxgyxx.com,0851-32206666,--,1972,213,安顺市西秀区教育和科技局,安顺市西秀区北门蔡官镇,--,--,,,,,,,,,"{'机械设计制造类': ['数控技术应用', '模具制造技术'], '机电设备类': ['电梯安装与维修保养'], '道路运输类': ['汽车运用与维修'], '城市轨道交通类': ['城市轨道交通运营服务'], '电子信息类': ['电子电器应用与维修'], '计算机类': ['计算机平面设计'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理'], '表演艺术类': ['音乐表演']}"
11864,关岭布依族苗族自治县民族中等职业学校,贵州,安顺市,关岭布依族苗族自治县,中等专业学校,公办,贵州安顺市关岭布依族苗族自治县,--,0851-37223594,--,2015,120,关岭县教育和科技局,关岭县顶云街道八角岩村三组,--,--,,,,,,,,,"{'自动化类': ['工业机器人技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '物流类': ['物流服务与管理'], '餐饮类': ['中餐烹饪', '中西面点'], '艺术设计类': ['美容美体艺术', '美发与形象设计']}"
11865,紫云苗族布依族自治县民族中等职业学校,贵州,安顺市,紫云苗族布依族自治县,中等专业学校,公办,贵州安顺市紫云苗族布依族自治县,http://www.zyxmzzx.cn,0851-35239390,--,1985,70,紫云苗族布依族自治县教育和科技局,紫云苗族布依族自治县松山镇新东路59号,--,--,,,,,,,,,"{'自动化类': ['机电技术应用'], '纺织服装类': ['服装设计与工艺'], '道路运输类': ['汽车运用与维修'], '城市轨道交通类': ['城市轨道交通运营服务'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '健康管理与促进类': ['婴幼儿托育'], '电子商务类': ['电子商务'], '餐饮类': ['中餐烹饪'], '艺术设计类': ['美发与形象设计', '美容美体艺术']}"
11866,安顺捷星职业学校,贵州,安顺市,平坝区,中等专业学校,民办,贵州安顺市平坝区,--,--,895157844@qq.com,2020,--,平坝区教育与科技局,安顺市平坝区乐平镇,--,--,,,,,,,,,"{'航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机网络技术'], '电子商务类': ['电子商务']}"
11867,三都水族自治县民族中等职业学校,贵州,黔南布依族苗族自治州,三都水族自治县,中等专业学校,公办,贵州黔南布依族苗族自治州三都水族自治县,http://www.gzssdzx.cn,0854-3921620,--,,,--,--,--,,,,,,,,,,{}
11868,龙里县中等职业学校,贵州,黔南布依族苗族自治州,龙里县,职业高中,公办,贵州黔南布依族苗族自治州龙里县,http://www.gzllzzx.cn,0854-5620623,llzdzyxx@163.com,1983,308,龙里县教育局,贵州省龙里县冠山街道办事处宏基路2号,--,--,,,是,,,,,,"{'农业类': ['作物生产技术'], '渔业类': ['淡水养殖'], '土建施工类': ['建筑工程施工'], '机械设计制造类': ['机械加工技术'], '纺织服装类': ['服装制作与生产管理', '服装设计与工艺'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机平面设计', '计算机网络技术'], '财务会计类': ['会计事务'], '物流类': ['物流服务与管理'], '旅游类': ['高星级饭店运营与管理']}"
11869,贵定县中等职业学校,贵州,黔南布依族苗族自治州,贵定县,中等专业学校,公办,贵州黔南布依族苗族自治州贵定县,--,--,--,1989,67,贵定县教育局,贵州省贵定县宝山街道河滨东路128号,--,--,,,,,,,,,"{'农业类': ['设施农业生产技术'], '机械设计制造类': ['数控技术应用'], '纺织服装类': ['服装设计与工艺'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子电器应用与维修'], '计算机类': ['计算机应用'], '旅游类': ['旅游服务与管理'], '餐饮类': ['中餐烹饪'], '艺术设计类': ['美发与形象设计'], '公共服务类': ['现代家政服务与管理']}"
11870,黔南州特殊教育中等职业学校,贵州,黔南布依族苗族自治州,都匀市,特殊教育,公办,贵州黔南布依族苗族自治州都匀市,--,0854-8610216,--,,,--,--,--,,,,,,,,,,{}
11871,独山县云谷中等职业技术学校,贵州,黔南布依族苗族自治州,独山县,中等专业学校,民办,贵州黔南布依族苗族自治州独山县,--,--,--,2020,--,--,黔南布依族苗族自治州独山县独山大学城西校区内,--,--,,,,,,,,,{}
11872,哈尔滨市工读学校,黑龙江,哈尔滨市,香坊区,中等专业学校,公办,黑龙江哈尔滨市香坊区,--,0451-53643154,--,1980,75,哈尔滨市教育局,哈尔滨市香坊区靠河路63号,--,--,,,,,,,,,{'计算机类': ['计算机网络技术']}
11873,佳木斯市旅游职业学校,黑龙江,佳木斯市,前进区,中等专业学校,公办,黑龙江佳木斯市前进区,--,0454-6102702,--,1989,15,佳木斯市教育局,佳木斯前进区光复东路378号,--,--,,是,,,,,,,"{'食品类': ['民族食品加工技术'], '道路运输类': ['汽车运用与维修', '新能源汽车运用与维修'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机平面设计'], '电子商务类': ['电子商务'], '旅游类': ['导游服务', '旅游服务与管理', '高星级饭店运营与管理'], '餐饮类': ['中餐烹饪']}"
11874,佳木斯市特殊职业教育中心学校,黑龙江,佳木斯市,向阳区,特殊教育,公办,黑龙江佳木斯市向阳区,--,0454-8700282,--,1958,13,佳木斯市教育局,佳木斯市向阳区胜利西路30号,--,--,,,,,,,,,"{'纺织服装类': ['服装设计与工艺'], '计算机类': ['计算机应用'], '餐饮类': ['中餐烹饪'], '民族文化艺术类': ['民间传统工艺']}"
11875,抚远市职业高中,黑龙江,佳木斯市,抚远市,职业高中,公办,黑龙江佳木斯市抚远市,--,0454-2121232,--,1982,38,抚远市教育局,佳木斯市抚远市珠江路5号,--,--,,,,,,,,,"{'计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '语言类': ['商务俄语']}"
11876,佳木斯市城西职业技术中学,黑龙江,佳木斯市,郊区,中等专业学校,公办,黑龙江佳木斯市郊区,http://www.jmscxzx.org.cn,0454-6306663,--,1984,30,郊区教育局,郊区友谊路2215号,--,--,,,,,,,,,"{'农业类': ['植物保护'], '计算机类': ['计算机应用']}"
11877,大庆市外事服务职业高级中学,黑龙江,大庆市,红岗区,职业高中,公办,黑龙江大庆市红岗区,--,0459-2760139,--,1982,150,大庆市教育局,红岗区南三路348号,--,--,,是,,,,,,,"{'计算机类': ['计算机应用', '计算机平面设计'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理'], '广播影视类': ['动漫与游戏制作']}"
11878,大庆石化职业高级中学,黑龙江,大庆市,龙凤区,职业高中,公办,黑龙江大庆市龙凤区,--,0459-8880838,--,,,--,--,--,,,,,,,,,,{}
11879,林口县职业技术教育中心,黑龙江,牡丹江市,林口县,中等专业学校,公办,黑龙江牡丹江市林口县,--,0453-3523656,--,1997,--,教体局,一中路,--,--,,,,是,,,,,"{'道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '旅游类': ['旅游服务与管理'], '艺术设计类': ['工艺美术']}"
11880,兰西县职业高级中学校,黑龙江,绥化市,兰西县,职业高中,公办,黑龙江绥化市兰西县,--,--,--,,,--,--,--,,,,,,,,,,{}
11881,黑龙江省滑雪运动学校,黑龙江,哈尔滨市,南岗区,中等专业学校,公办,黑龙江哈尔滨市南岗区,http://www.hrbipe.edu.cn,0451-82710810,8822832@qq.com,1999,--,哈尔滨体育学院,南岗区大成街1号,--,--,,,,,,,,,{'体育类': ['运动训练']}
11882,黑龙江广播电视中等专业学校,黑龙江,哈尔滨市,南岗区,中等专业学校,公办,黑龙江哈尔滨市南岗区,http://www.hljrtvu.org.cn,0451-86305743,--,,,--,--,--,,,,,,,,,,{}
11883,黑龙江农业职业技术学院,黑龙江,佳木斯市,前进区,中等专业学校,公办,黑龙江佳木斯市前进区,http://www.hljnzy.net,0454-8317509,--,1948,660,黑龙江省教育厅,佳木斯市前进区胜利东路248号,--,--,,,,,,,,,"{'农业类': ['作物生产技术', '植物保护'], '畜牧业类': ['畜禽生产技术', '宠物养护与经营'], '建筑设计类': ['建筑装饰技术'], '机电设备类': ['智能设备运行与维护'], '食品类': ['食品加工工艺', '食品安全与检测技术'], '药品与医疗器械类': ['生物制药工艺'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用', '计算机网络技术'], '财务会计类': ['会计事务'], '旅游类': ['高星级饭店运营与管理']}"
11884,佳木斯职业学院,黑龙江,佳木斯市,郊区,中等专业学校,公办,黑龙江佳木斯市郊区,http://www.jmszy.org.cn,0454-8550456,--,2006,1340,--,黑龙江省佳木斯市郊区光复路786号,--,--,,,是,,,,,,"{'土建施工类': ['建筑工程施工'], '民族文化艺术类': ['民族音乐与舞蹈']}"
11885,牡丹江大学（附属中等职业技术学校）,黑龙江,牡丹江市,爱民区,中等专业学校,公办,黑龙江牡丹江市爱民区,--,0453-6267985,--,--,--,牡丹江大学,黑龙江省牡丹江市爱民区西地明街530号,--,--,,,,,,,,,"{'农业类': ['农机设备应用与维修'], '土建施工类': ['建筑工程施工'], '道路运输类': ['汽车服务与营销'], '水上运输类': ['邮轮乘务']}"
11886,黑龙江能源职业学院,黑龙江,双鸭山市,尖山区,中等专业学校,公办,黑龙江双鸭山市尖山区,http://www.hljny.org.cn,0469-2610888,hmzyzsb@163.com,1949,410,双鸭山市政府,双鸭山市尖山区迎宾大道公立街1号,--,--,,,,,,,,,"{'煤炭类': ['采矿技术', '煤炭综合利用技术'], '自动化类': ['机电技术应用'], '计算机类': ['计算机应用']}"
11887,齐齐哈尔理工职业学院,黑龙江,齐齐哈尔市,富拉尔基区,中等专业学校,民办,黑龙江齐齐哈尔市富拉尔基区,http://www.qlgxy.com,0452-6805486,--,1981,680,齐齐哈尔市教育局,齐齐哈尔市富拉尔基区和平路249号,--,--,,,,,,,,,"{'土建施工类': ['建筑工程施工'], '机械设计制造类': ['焊接技术应用'], '航空装备类': ['无人机操控与维护'], '航空运输类': ['航空服务'], '计算机类': ['计算机应用'], '电子商务类': ['跨境电子商务'], '体育类': ['休闲体育服务与管理']}"
11888,哈尔滨市汽车职业高级中学校,黑龙江,哈尔滨市,道里区,职业高中,公办,黑龙江哈尔滨市道里区,https://hrbqczgsch.hrbeduy.com/,0451-84626132,--,,,--,--,--,,,,,,,,,,"{'道路运输类': ['汽车运用与维修', '汽车车身修复', '汽车美容与装潢', '汽车服务与营销', '新能源汽车运用与维修']}"
11889,哈尔滨市第一职业高级中学校,黑龙江,哈尔滨市,道外区,职业高中,公办,黑龙江哈尔滨市道外区,https://hyz.hrbeduy.com,0451-88364903,--,1979,50,哈尔滨市道外区教育局,道外区南极街76号,--,--,是,是,,,,,,,"{'机械设计制造类': ['数控技术应用'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['物联网技术应用'], '计算机类': ['计算机应用', '计算机网络技术', '网站建设与管理', '计算机与数码设备维修'], '金融类': ['金融事务'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '艺术设计类': ['艺术设计与制作', '工艺美术', '美容美体艺术']}"
11890,哈尔滨市现代应用技术中等职业学校,黑龙江,哈尔滨市,香坊区,职业高中,公办,黑龙江哈尔滨市香坊区,--,0451-58618500,--,1981,150,香坊区教育局,一校区地址：哈尔滨市香坊区建北街24-1号,--,--,是,,,,,,,,{}
11891,哈尔滨市第十八职业高级中学校,黑龙江,哈尔滨市,平房区,中等专业学校,公办,黑龙江哈尔滨市平房区,http://ha18zhi.org.cn/pages/index.php?Itemid=14130,0451-83361233,--,,,--,--,--,,,,,,,,,,"{'机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用'], '计算机类': ['软件与信息服务'], '电子商务类': ['网络营销']}"
11892,哈尔滨市阿城区职业技术教育中心学校,黑龙江,哈尔滨市,阿城区,中等专业学校,公办,黑龙江哈尔滨市阿城区,--,0451-53779803,--,--,--,哈尔滨市阿城区教育局,阿城区金溪路1号,--,--,,,,是,,,,,"{'农业类': ['作物生产技术', '农村电气技术', '农机设备应用与维修'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理'], '艺术设计类': ['艺术设计与制作']}"
11893,尚志市职业技术教育中心学校,黑龙江,哈尔滨市,尚志市,中等专业学校,公办,黑龙江哈尔滨市尚志市,https://szzjzxsch.hrbeduy.com,0451-53324810,--,--,--,尚志市教育局,尚志市尚志镇尚坡路3号,--,--,,是,,,,,,,"{'道路运输类': ['汽车运用与维修'], '城市轨道交通类': ['城市轨道交通运营服务'], '电子信息类': ['服务机器人装配与维护'], '计算机类': ['计算机平面设计'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '艺术设计类': ['工艺美术'], '表演艺术类': ['音乐表演'], '教育类': ['幼儿保育']}"
11894,依兰县职业教育中心学校,黑龙江,哈尔滨市,依兰县,中等专业学校,公办,黑龙江哈尔滨市依兰县,https://ylxzyzxsch.hrbeduy.com/,0451-57265988,--,1980,39,依兰县教育局,哈尔滨市依兰县依兰镇古迹路西,--,--,,,,,,,,,"{'农业类': ['植物保护'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '餐饮类': ['中西面点'], '艺术设计类': ['工艺美术'], '表演艺术类': ['音乐表演']}"
11895,方正县职业高级中学校,黑龙江,哈尔滨市,方正县,职业高中,公办,黑龙江哈尔滨市方正县,http://fzzgsch.hrbeduy.com,0451-57117545,--,,,--,--,--,,,,,是,,,,,"{'农业类': ['作物生产技术', '农机设备应用与维修'], '计算机类': ['计算机应用', '计算机网络技术', '计算机平面设计'], '电子商务类': ['电子商务'], '餐饮类': ['中餐烹饪']}"
11896,哈尔滨市朝鲜族第二中学校,黑龙江,哈尔滨市,道里区,职业高中,公办,黑龙江哈尔滨市道里区,http://www.hc2z.com,0451-84613983,--,1962,--,道里区教育局,哈尔滨市道里区建河街11号,--,--,,,,,,,,,{'语言类': ['商务韩语']}
11897,肇州县农业技术高级中学,黑龙江,大庆市,肇州县,中等专业学校,公办,黑龙江大庆市肇州县,--,0459-8520016,--,,,--,--,--,,,,,,,,,,{}
11898,哈尔滨市特殊教育学校,黑龙江,哈尔滨市,南岗区,特殊教育,公办,黑龙江哈尔滨市南岗区,--,0451-82724456,--,1939,--,哈尔滨市教育局,哈尔滨市南岗区宣化街254号,--,--,,,,,,,,,"{'康复治疗类': ['康复技术'], '餐饮类': ['西餐烹饪'], '艺术设计类': ['绘画'], '表演艺术类': ['音乐表演']}"
11899,哈尔滨市燎原学校,黑龙江,哈尔滨市,南岗区,特殊教育,公办,黑龙江哈尔滨市南岗区,https://hrblyxxsch.hrbeduy.com,0451-82532765,--,,,--,--,--,,,,,,,,,,{}
11900,大兴镇综合中学,黑龙江,齐齐哈尔市,泰来县,职业高中,公办,黑龙江齐齐哈尔市泰来县,--,0452-8798694,--,1997,85,泰来县教育局,泰来县大兴镇,--,--,,,,,,,,,"{'农业类': ['作物生产技术'], '畜牧业类': ['畜禽生产技术'], '艺术设计类': ['工艺美术']}"
11901,齐齐哈尔市体育高级职业学校,黑龙江,齐齐哈尔市,龙沙区,中等专业学校,公办,黑龙江齐齐哈尔市龙沙区,--,--,--,,,--,--,--,,,,,,,,,,{}
11902,齐齐哈尔市职业教育中心学校（弃用）,黑龙江,齐齐哈尔市,龙沙区,职业高中,公办,黑龙江齐齐哈尔市龙沙区,--,0452-2728442,qqhrzjzx@126.com,,,--,--,--,,是,,,,,,,,"{'机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用', '工业机器人技术应用'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '餐饮类': ['中餐烹饪']}"
11903,黑龙江东亚学团职业高级中学,黑龙江,齐齐哈尔市,龙沙区,中等专业学校,民办,黑龙江齐齐哈尔市龙沙区,--, 0452-6116677,--,,,--,--,--,,,,,,,,,,{}
11904,齐齐哈尔市盲人按摩成人职业学校,黑龙江,齐齐哈尔市,龙沙区,中等专业学校,民办,黑龙江齐齐哈尔市龙沙区,--,0452-2445693,--,,,--,--,--,,,,,,,,,,{}
11905,鸡西矿业集团职工中等专业学校,黑龙江,鸡西市,鸡冠区,中等专业学校,公办,黑龙江鸡西市鸡冠区,--,--,--,1983,77,鸡西矿业集团,鸡西市鸡冠区和平南大街78号,--,--,,,,,,,,,"{'煤炭类': ['采矿技术', '矿山机电']}"
